period;format;download_path;download_mode;path;inputs_folder;data_folder;missing_symbols;ft_familia;ft_pessoas;ft_propriedade_rural
2016;fwf;NA;NA;NA;NA;CadUnico_092016;NA;";&import_dictionary_CadUnico_familia_2016.csv";";&import_dictionary_CadUnico_pessoa_2016.csv";NA
